id,x,y
1,18.962256108940345,22.318958239223928
2,0.9099729637295995,72.77652282411138
3,61.38290358700971,52.08241368122093
4,33.959699020762216,32.63216240756452
5,30.75789257464755,72.23168424125578
6,91.50001278414064,78.88251789719163
7,60.75652981695524,45.025458689109264
8,17.05136669060564,98.69457665746826
9,53.68863866513118,31.64353216028567
10,78.24993393997181,52.124850111174226
11,60.25755128045939,80.73949016503829
12,86.5970961626571,22.047208546137085
13,32.3377518599908,1.2423004711238916
14,29.87102610436947,70.83817919403388
15,37.21464637582247,18.419839792644122
16,9.357769348103995,47.745161279413814
17,28.656854773021003,27.112200739737368
18,33.479518850217374,67.90097908373856
19,16.09064058528694,77.82541215435552
20,61.23945780277108,4.80655448570354
21,72.39335834005294,41.65840725186497
22,67.3284943346952,41.10900172445017
23,58.196064301889415,25.207052622258384
24,23.780921340085325,96.97075612981124
25,22.680225737610716,34.67549259055777
26,28.456882662208827,75.20279675770387
27,23.81452074557453,92.82866559533362
28,30.260539590017377,26.980518584815407
29,19.077975730688213,88.36662029935361
30,4.595558697133084,88.51657211817574
